2022-10-18,62.063.177/0001-94,SAFRA LEASING SA ARRENDAMENTO  MERCANTIL,Debênture,SFLS15,CDI,%CDI,102.00,2037-10-15
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,CCCI13,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,CCCI23,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,CCCI33,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,CCCI43,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,CCCI53,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,CCCI63,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,CCCI73,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,CCCI83,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,CCCI93,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,ICBR14,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,ICBR24,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,ICBR34,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,ICBR44,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,ICBR54,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,ICBR64,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,ICBR74,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,ICBR84,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,ICBR94,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,BRICBRDBS008,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,BRICBRDBS016,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,BRICBRDBS024,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,BRICBRDBS032,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,BRICBRDBS057,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,BRICBRDBS065,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,BRICBRDBS073,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,BRICBRDBS081,CDI,CDI+,100.00,2027-06-08
2022-10-18,62.258.884/0001-36,INTERCEMENT BRASIL SA,Debênture,BRICBRDBS099,CDI,CDI+,100.00,2027-06-08
2022-10-18,67.620.377/0001-14,MINERVA S/A,Debênture,MNRVA1,CDI,CDI+,100.00,2026-10-15
2022-10-18,67.620.377/0001-14,MINERVA S/A,Debênture,BRBEEFDBS040,CDI,CDI+,100.00,2024-05-15
2022-10-18,74.409.467/0001-26,FENICIAPAR S/A,Debênture,FPAR11,ANBID,Outros,100.00,9999-12-31
2022-10-18,74.409.467/0001-26,FENICIAPAR S/A,Debênture,FPAR21,ANBID,Outros,100.00,9999-12-31
2022-10-18,82.982.075/0001-80,TÊXTIL RENAUXVIEW S/A,Debênture,TXRX_D11,IGPM,Outros,100.00,
2022-10-18,89.637.490/0001-45,KLABIN S.A.,Debênture,KLBNA2,CDI,%CDI,114.65,2029-03-19
2022-10-18,90.195.892/0001-16,GPC QUIMICA S.A.,Debênture,BRSYTKDBS008,IGPD,Outros,100.00,2026-09-23
2022-10-18,94.845.674/0001-30,REFINARIA PET IPIRANGA SA,Debênture,RPRG13,CDI,CDI+,100.00,2027-05-15
2022-10-18,07.700.557/0001-84,BROOKFIELD INCORPORAÇÕES S.A.,Debênture,BISA16,CDI,CDI+,100.00,2024-09-15
2022-10-18,07.700.557/0001-84,BROOKFIELD INCORPORAÇÕES S.A.,Debênture,BISA17,CDI,CDI+,100.00,2024-05-04
2022-10-18,12.130.744/0001-00,TRUE SECURITIZADORA S.A.,Debênture,APCS11,PRE,PRE,100.00,2028-01-31
2022-10-18,08.769.451/0001-08,VIRGO COMPANHIA DE SECURITIZAÇÃO,Debênture,ISEC11,CDI,CDI+,100.00,2023-07-12
2022-10-18,44.597.052/0001-62,ABRIL SA,Debênture,EABR18,CDI,CDI+,100.00,2024-05-31
2022-10-18,44.597.052/0001-62,ABRIL SA,Debênture,EABR10,CDI,CDI+,100.00,2024-05-31
2022-10-18,47.080.619/0001-17,AÇUCAR GUARANI S/A,Debênture,TAEB15,IPCA,IPCA+,100.00,2027-06-15
2022-10-18,08.827.501/0001-58,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,Debênture,AEGP13,CDI,CDI+,100.00,2023-07-15
2022-10-18,08.827.501/0001-58,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,Debênture,AEGP23,IPCA,IPCA+,100.00,2025-07-15
2022-10-18,08.827.501/0001-58,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,Debênture,AEGP14,CDI,CDI+,100.00,2025-02-05
2022-10-18,08.827.501/0001-58,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,Debênture,AEGP15,CDI,CDI+,100.00,2023-09-11
2022-10-18,08.827.501/0001-58,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,Debênture,AEGP17,CDI,CDI+,100.00,2027-04-12
2022-10-18,08.827.501/0001-58,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,Debênture,AEGP19,CDI,CDI+,100.00,2028-10-04
2022-10-18,08.827.501/0001-58,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,Debênture,AEGPA0,PRE,PRE,100.00,2029-05-15
2022-10-18,08.827.501/0001-58,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,Debênture,AEGPA1,CDI,CDI+,100.00,2029-09-02
2022-10-18,71.208.516/0001-74,ALGAR TELECOM S/A,Debênture,ALGA14,CDI,CDI+,100.00,2023-06-12
2022-10-18,71.208.516/0001-74,ALGAR TELECOM S/A,Debênture,ALGA26,IPCA,IPCA+,100.00,2024-03-15
2022-10-18,71.208.516/0001-74,ALGAR TELECOM S/A,Debênture,ALGA17,CDI,CDI+,100.00,2023-03-15
2022-10-18,71.208.516/0001-74,ALGAR TELECOM S/A,Debênture,ALGA27,IPCA,IPCA+,100.00,2025-03-15
2022-10-18,71.208.516/0001-74,ALGAR TELECOM S/A,Debênture,ALGA18,CDI,CDI+,100.00,2024-02-15
2022-10-18,71.208.516/0001-74,ALGAR TELECOM S/A,Debênture,ALGA28,CDI,CDI+,100.00,2026-02-15
2022-10-18,71.208.516/0001-74,ALGAR TELECOM S/A,Debênture,ALGA19,CDI,CDI+,100.00,2024-10-10
2022-10-18,71.208.516/0001-74,ALGAR TELECOM S/A,Debênture,ALGAA1,CDI,CDI+,100.00,2028-07-15
2022-10-18,71.208.516/0001-74,ALGAR TELECOM S/A,Debênture,ALGAB1,IPCA,IPCA+,100.00,2031-07-15
2022-10-18,71.208.516/0001-74,ALGAR TELECOM S/A,Debênture,BRALGTDBS084,IPCA,IPCA+,100.00,2025-03-15
2022-10-18,71.208.516/0001-74,ALGAR TELECOM S/A,Debênture,BRALGTDBS0C3,CDI,CDI+,100.00,2026-10-10
2022-10-18,71.208.516/0001-74,ALGAR TELECOM S/A,Debênture,ALGAA2,CDI,CDI+,100.00,2029-01-15
2022-10-18,71.208.516/0001-74,ALGAR TELECOM S/A,Debênture,BRALGTDBS0H2,CDI,CDI+,100.00,2032-01-15
2022-10-18,71.208.516/0001-74,ALGAR TELECOM S/A,Debênture,ALGAC2,IPCA,IPCA+,100.00,2032-01-15
2022-10-18,24.962.466/0001-36,RUMO MALHA NORTE S.A.,Debênture,FERR19,CDI,CDI+,100.00,2023-06-13
2022-10-18,24.962.466/0001-36,RUMO MALHA NORTE S.A.,Debênture,RUMOA1,CDI,%CDI,128.00,2025-12-05
2022-10-18,24.962.466/0001-36,RUMO MALHA NORTE S.A.,Debênture,RUMOB1,IPCA,IPCA+,100.00,2026-02-15
2022-10-18,02.502.844/0001-66,RUMO MALHA PAULISTA S.A.,Debênture,GASC12,CDI,CDI+,100.00,2027-06-15
2022-10-18,02.502.844/0001-66,RUMO MALHA PAULISTA S.A.,Debênture,GASC22,IPCA,IPCA+,100.00,2031-06-15
2022-10-18,02.502.844/0001-66,RUMO MALHA PAULISTA S.A.,Debênture,GASC13,CDI,CDI+,100.00,2027-10-15
2022-10-18,02.502.844/0001-66,RUMO MALHA PAULISTA S.A.,Debênture,GASC23,IPCA,IPCA+,100.00,2033-10-15
2022-10-18,61.079.117/0001-05,ALPARGATAS SA,Debênture,ALPG31,CDI,%CDI,106.00,2022-12-15
2022-10-18,08.364.948/0001-38,ALUPAR INVESTIMENTO S/A,Debênture,APAR15,IPCA,IPCA+,100.00,2027-05-30
2022-10-18,08.364.948/0001-38,ALUPAR INVESTIMENTO S/A,Debênture,ALUP17,CDI,CDI+,100.00,2025-10-15
2022-10-18,08.364.948/0001-38,ALUPAR INVESTIMENTO S/A,Debênture,BRALUPDBS0B1,CDI,CDI+,100.00,2025-10-15
2022-10-18,04.031.960/0001-70,ANDRADE GUTIERREZ PARTICIPAÇÕES SA,Debênture,CANT14,CDI,CDI+,100.00,2024-05-02
2022-10-18,04.031.960/0001-70,ANDRADE GUTIERREZ PARTICIPAÇÕES SA,Debênture,CANT15,CDI,CDI+,100.00,2025-12-09
2022-10-18,04.310.392/0001-46,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.,Debênture,AEPA16,CDI,CDI+,100.00,2026-11-25
2022-10-18,45.169.000/0001-58,AQUATEC QUIMICA SA,Debênture,AQTC15,IGPM,Outros,100.00,9999-12-31
2022-10-18,09.325.109/0001-73,AUTOPISTA PLANALTO SUL SA,Debênture,APPS12,IPCA,IPCA+,100.00,2025-12-15
2022-10-18,09.336.431/0001-06,AUTOPISTA REGIS BITTENCOURT SA,Debênture,APRB18,IPCA,IPCA+,100.00,2031-06-15
2022-10-18,09.336.431/0001-06,AUTOPISTA REGIS BITTENCOURT SA,Debênture,APRB28,CDI,CDI+,100.00,2027-06-15
2022-10-18,63.081.004/0001-61,BANCOCIDADE LEASING ARR MERC SA,Debênture,BCAM14,ANBID,Outros,100.00,0000-00-00
2022-10-18,02.302.100/0001-06,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,Debênture,EBEN19,IPCA,IPCA+,100.00,2025-08-15
2022-10-18,02.302.100/0001-06,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,Debênture,EBENA0,CDI,%CDI,106.60,2024-03-30
2022-10-18,02.302.100/0001-06,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,Debênture,EBENA1,IPCA,IPCA+,100.00,2026-01-15
2022-10-18,02.302.100/0001-06,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,Debênture,EBENA2,CDI,CDI+,100.00,2026-07-20
2022-10-18,02.302.100/0001-06,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,Debênture,EBENA3,CDI,CDI+,100.00,2026-12-20
2022-10-18,02.302.100/0001-06,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,Debênture,EBENA4,CDI,CDI+,100.00,2027-05-25
2022-10-18,37.623.907/0001-17,BBC LEASING ARREND MERCANTIL-EM LIQUIDAÇÃO ORDINÁRIA,Debênture,BBCL21,TR,Outros,100.00,9999-12-31
2022-10-18,37.623.907/0001-17,BBC LEASING ARREND MERCANTIL-EM LIQUIDAÇÃO ORDINÁRIA,Debênture,BBCL31,TR,Outros,100.00,9999-12-31
2022-10-18,31.546.476/0001-56,BB-LEASING SA ARRENDAMENTO MERCANTIL,Debênture,BBLS12,CDI,%CDI,100.00,2023-02-22
2022-10-18,31.546.476/0001-56,BB-LEASING SA ARRENDAMENTO MERCANTIL,Debênture,BBLS13,CDI,%CDI,100.00,2024-04-08
2022-10-18,40.432.544/0001-47,BCP S/A,Debênture,BCPS10,CDI,CDI+,100.00,2023-01-30
2022-10-18,40.432.544/0001-47,BCP S/A,Debênture,BCPSA1,CDI,CDI+,100.00,2024-03-28
2022-10-18,40.432.544/0001-47,BCP S/A,Debênture,BCPSA2,CDI,CDI+,100.00,2025-08-28
2022-10-18,43.425.008/0001-02,BFB LEASING S.A. ARRENDAMENTO MERCANTIL,Debênture,BRBFBLDBS058,CDI,%CDI,100.00,2028-06-01
2022-10-18,08.723.106/0001-25,BHG S.A. - BRAZIL HOSPITALITY GROUP,Debênture,BHGR13,CDI,CDI+,100.00,2024-04-15
2022-10-18,09.346.601/0001-25,B3 S.A. - BRASIL, BOLSA, BALCÃO,Debênture,BSA312,CDI,CDI+,100.00,2049-05-03
2022-10-18,09.346.601/0001-25,B3 S.A. - BRASIL, BOLSA, BALCÃO,Debênture,BSA313,CDI,CDI+,100.00,2024-08-14
2022-10-18,09.346.601/0001-25,B3 S.A. - BRASIL, BOLSA, BALCÃO,Debênture,BSA315,CDI,CDI+,100.00,2024-05-24
2022-10-18,09.346.601/0001-25,B3 S.A. - BRASIL, BOLSA, BALCÃO,Debênture,BSA325,CDI,CDI+,100.00,2026-05-24
2022-10-18,09.346.601/0001-25,B3 S.A. - BRASIL, BOLSA, BALCÃO,Debênture,BRB3SADBS016,CDI,%CDI,103.00,2049-03-05
2022-10-18,09.346.601/0001-25,B3 S.A. - BRASIL, BOLSA, BALCÃO,Debênture,BSA316,CDI,CDI+,100.00,2027-08-05
2022-10-18,97.422.620/0001-50,BOMPREÇO BAHIA SA,Debênture,IDCO11,IGPM,Outros,100.00,
2022-10-18,97.422.620/0001-50,BOMPREÇO BAHIA SA,Debênture,IDCO21,IGPM,Outros,100.00,
2022-10-18,97.422.620/0001-50,BOMPREÇO BAHIA SA,Debênture,IDCO31,IGPM,Outros,100.00,
2022-10-18,06.977.745/0001-91,BR MALLS PARTICIPAÇOES S.A.,Debênture,BRML13,PRE,PRE,100.00,2024-01-17
2022-10-18,06.977.745/0001-91,BR MALLS PARTICIPAÇOES S.A.,Debênture,BRML17,CDI,%CDI,107.50,2025-03-11
2022-10-18,06.977.745/0001-91,BR MALLS PARTICIPAÇOES S.A.,Debênture,BRML18,CDI,CDI+,100.00,2099-12-04
2022-10-18,06.977.745/0001-91,BR MALLS PARTICIPAÇOES S.A.,Debênture,BRML19,CDI,CDI+,100.00,2099-03-25
2022-10-18,06.977.751/0001-49,BR PROPERTIES S.A.,Debênture,BRPR16,CDI,%CDI,107.00,2024-06-12
2022-10-18,06.977.751/0001-49,BR PROPERTIES S.A.,Debênture,BRPRC2,CDI,CDI+,100.00,2022-12-13
2022-10-18,06.977.751/0001-49,BR PROPERTIES S.A.,Debênture,BRPRD2,CDI,CDI+,100.00,2025-12-13
2022-10-18,06.977.751/0001-49,BR PROPERTIES S.A.,Debênture,BRPRE2,CDI,CDI+,100.00,2025-11-13
2022-10-18,06.977.751/0001-49,BR PROPERTIES S.A.,Debênture,BRPRA4,CDI,%CDI,137.00,2023-04-01
2022-10-18,06.977.751/0001-49,BR PROPERTIES S.A.,Debênture,BRPRA5,CDI,CDI+,100.00,2025-08-20
2022-10-18,06.977.751/0001-49,BR PROPERTIES S.A.,Debênture,BRPRA6,CDI,CDI+,100.00,2026-01-25
2022-10-18,06.977.751/0001-49,BR PROPERTIES S.A.,Debênture,BRPRA7,CDI,CDI+,100.00,2026-08-10
2022-10-18,06.977.751/0001-49,BR PROPERTIES S.A.,Debênture,BRPRB0,CDI,CDI+,100.00,2025-08-30
2022-10-18,14.206.371/0001-39,BR TOWERS SPE1 S.A.,Debênture,TOWE11,CDI,CDI+,100.00,2022-10-26
2022-10-18,14.206.371/0001-39,BR TOWERS SPE1 S.A.,Debênture,TOWE12,IPCA,IPCA+,100.00,2023-10-15
2022-10-18,42.150.391/0001-70,BRASKEM S.A.,Debênture,BRBRKMDBS003,IPCA,IPCA+,100.00,2026-08-15
2022-10-18,42.150.391/0001-70,BRASKEM S.A.,Debênture,BRBRKMDBS078,IPCA,IPCA+,100.00,2026-08-15
2022-10-18,42.150.391/0001-70,BRASKEM S.A.,Debênture,BRBRKMDBS086,IPCA,IPCA+,100.00,2026-08-15
2022-10-18,42.150.391/0001-70,BRASKEM S.A.,Debênture,BRBRKMDBS094,IPCA,IPCA+,100.00,2027-08-15
2022-10-18,42.150.391/0001-70,BRASKEM S.A.,Debênture,BRKMA6,CDI,CDI+,100.00,2029-05-12
2022-10-18,42.150.391/0001-70,BRASKEM S.A.,Debênture,BRKMB6,CDI,CDI+,100.00,2032-05-12
2022-10-18,42.150.391/0001-70,BRASKEM S.A.,Debênture,BRKMA7,CDI,CDI+,100.00,2029-08-22
2022-10-18,01.838.723/0001-27,BRF S.A.,Debênture,BRFS31,IPCA,IPCA+,100.00,2026-04-30
2022-10-18,01.838.723/0001-27,BRF S.A.,Debênture,BRFS41,CDI,CDI+,100.00,2026-04-30
2022-10-18,01.838.723/0001-27,BRF S.A.,Debênture,BRBRFSDBS018,CDI,CDI+,100.00,2024-04-30
2022-10-18,01.858.774/0001-10,BV LEASING - ARRENDAMENTO MERCANTIL S/A,Debênture,BVLS21,CDI,%CDI,100.00,2026-04-20
2022-10-18,01.858.774/0001-10,BV LEASING - ARRENDAMENTO MERCANTIL S/A,Debênture,BVSA12,CDI,%CDI,100.00,2026-11-01
2022-10-18,01.858.774/0001-10,BV LEASING - ARRENDAMENTO MERCANTIL S/A,Debênture,BVLS14,CDI,%CDI,100.00,2027-07-01
2022-10-18,01.858.774/0001-10,BV LEASING - ARRENDAMENTO MERCANTIL S/A,Debênture,BVLS_D12,CDI,%CDI,100.00,2026-04-20
2022-10-18,01.858.774/0001-10,BV LEASING - ARRENDAMENTO MERCANTIL S/A,Debênture,BVLS_D21,CDI,%CDI,100.00,2026-11-01
2022-10-18,01.858.774/0001-10,BV LEASING - ARRENDAMENTO MERCANTIL S/A,Debênture,BVLS_D41,CDI,%CDI,100.00,2027-07-01
2022-10-18,58.798.612/0001-51,C. P. E. PENINSULA DO TUCURUÇUTUBA,Debênture,TCTB12,IGPM,Outros,100.00,9999-01-01
2022-10-18,58.798.612/0001-51,C. P. E. PENINSULA DO TUCURUÇUTUBA,Debênture,TCTB22,IGPM,Outros,100.00,9999-01-01
2022-10-18,58.798.612/0001-51,C. P. E. PENINSULA DO TUCURUÇUTUBA,Debênture,TCTB32,IGPM,Outros,100.00,9999-01-01
2022-10-18,58.798.612/0001-51,C. P. E. PENINSULA DO TUCURUÇUTUBA,Debênture,TCTB42,IGPM,Outros,100.00,9999-01-01
2022-10-18,58.798.612/0001-51,C. P. E. PENINSULA DO TUCURUÇUTUBA,Debênture,TCTB52,IGPM,Outros,100.00,9999-01-01
2022-10-18,58.798.612/0001-51,C. P. E. PENINSULA DO TUCURUÇUTUBA,Debênture,TCTB62,IGPM,Outros,100.00,9999-01-01
2022-10-18,05.336.882/0001-84,CACHOEIRA PAULISTA TRANSMISSORA DE ENERGIA SA,Debênture,CPTE11,IPCA,IPCA+,100.00,2023-11-11
2022-10-18,05.336.882/0001-84,CACHOEIRA PAULISTA TRANSMISSORA DE ENERGIA SA,Debênture,CPTE12,CDI,CDI+,100.00,2031-07-15
2022-10-18,61.088.894/0001-08,CAMBUCI SA,Debênture,CAMB12,CDI,CDI+,100.00,2026-02-18
2022-10-18,02.201.787/0001-85,CEL PARTICIPAÇÕES S.A. - CELPAR,Debênture,CLPA11,IGPM,Outros,100.00,9999-12-31
2022-10-18,02.201.787/0001-85,CEL PARTICIPAÇÕES S.A. - CELPAR,Debênture,CLPA21,IGPM,Outros,100.00,9999-12-31
2022-10-18,02.201.787/0001-85,CEL PARTICIPAÇÕES S.A. - CELPAR,Debênture,CLPA31,IGPM,Outros,100.00,9999-12-31
2022-10-18,02.201.787/0001-85,CEL PARTICIPAÇÕES S.A. - CELPAR,Debênture,CLPA41,IGPM,Outros,100.00,9999-12-31
2022-10-18,02.201.787/0001-85,CEL PARTICIPAÇÕES S.A. - CELPAR,Debênture,CLPA71,IGPM,Outros,100.00,9999-12-31
2022-10-18,02.201.787/0001-85,CEL PARTICIPAÇÕES S.A. - CELPAR,Debênture,CLPA81,IGPM,Outros,100.00,9999-12-31
2022-10-18,02.201.787/0001-85,CEL PARTICIPAÇÕES S.A. - CELPAR,Debênture,CLPA91,IGPM,Outros,100.00,9999-12-31
2022-10-18,02.201.787/0001-85,CEL PARTICIPAÇÕES S.A. - CELPAR,Debênture,CLPA12,IGPM,Outros,100.00,9999-12-31
2022-10-18,02.201.787/0001-85,CEL PARTICIPAÇÕES S.A. - CELPAR,Debênture,CLPA22,IGPM,Outros,100.00,9999-12-31
2022-10-18,02.201.787/0001-85,CEL PARTICIPAÇÕES S.A. - CELPAR,Debênture,CLPA32,IGPM,Outros,100.00,9999-12-31
2022-10-18,02.201.787/0001-85,CEL PARTICIPAÇÕES S.A. - CELPAR,Debênture,CLPA42,IGPM,Outros,100.00,9999-12-31
2022-10-18,02.201.787/0001-85,CEL PARTICIPAÇÕES S.A. - CELPAR,Debênture,CLPA52,IGPM,Outros,100.00,9999-12-31
2022-10-18,02.201.787/0001-85,CEL PARTICIPAÇÕES S.A. - CELPAR,Debênture,CLPA62,IGPM,Outros,100.00,9999-12-31
2022-10-18,02.201.787/0001-85,CEL PARTICIPAÇÕES S.A. - CELPAR,Debênture,CLPA72,IGPM,Outros,100.00,9999-12-31
2022-10-18,02.201.787/0001-85,CEL PARTICIPAÇÕES S.A. - CELPAR,Debênture,CLPA82,IGPM,Outros,100.00,9999-12-31
2022-10-18,02.201.787/0001-85,CEL PARTICIPAÇÕES S.A. - CELPAR,Debênture,CLPA92,IGPM,Outros,100.00,9999-12-31
2022-10-18,92.791.243/0001-03,IRANI PAPEL E EMBALAGEM S.A.,Debênture,CELU13,CDI,CDI+,100.00,2025-07-19
2022-10-18,92.791.243/0001-03,IRANI PAPEL E EMBALAGEM S.A.,Debênture,BRRANIDBS031,IPCA,IPCA+,100.00,2029-12-15
2022-10-18,06.981.180/0001-16,CEMIG DISTRIBUIÇÃO S/A,Debênture,CMDT33,IPCA,IPCA+,100.00,2025-02-15
2022-10-18,06.981.180/0001-16,CEMIG DISTRIBUIÇÃO S/A,Debênture,CMGD_D33,IPCA,IPCA+,100.00,2025-02-15
2022-10-18,06.981.180/0001-16,CEMIG DISTRIBUIÇÃO S/A,Debênture,CMGD17,CDI,CDI+,100.00,2024-06-15
2022-10-18,06.981.180/0001-16,CEMIG DISTRIBUIÇÃO S/A,Debênture,CMGD27,IPCA,IPCA+,100.00,2026-06-15
2022-10-18,06.981.180/0001-16,CEMIG DISTRIBUIÇÃO S/A,Debênture,CMGD18,CDI,CDI+,100.00,2027-06-15
2022-10-18,06.981.180/0001-16,CEMIG DISTRIBUIÇÃO S/A,Debênture,CMGD28,IPCA,IPCA+,100.00,2029-06-15
2022-10-18,00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,Debênture,ELET22,CDI,CDI+,100.00,2024-04-25
2022-10-18,00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,Debênture,ELET32,CDI,CDI+,100.00,2026-04-25
2022-10-18,00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,Debênture,ELET42,IPCA,IPCA+,100.00,2029-05-15
2022-10-18,00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,Debênture,ELET13,CDI,CDI+,100.00,2026-04-15
2022-10-18,00.001.180/0001-26,CENTRAIS ELETRICAS BRASILEIRAS SA,Debênture,ELET23,IPCA,IPCA+,100.00,2031-04-15
2022-10-18,04.895.728/0001-80,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,Debênture,CLPP23,IPCA,IPCA+,100.00,2023-12-15
2022-10-18,04.895.728/0001-80,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,Debênture,CLPP12,IPCA,IPCA+,100.00,2024-01-15
2022-10-18,04.895.728/0001-80,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,Debênture,CLPP22,IPCA,IPCA+,100.00,2024-01-15
2022-10-18,04.895.728/0001-80,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,Debênture,CELP15,CDI,CDI+,100.00,2023-04-25
2022-10-18,04.895.728/0001-80,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,Debênture,CELP25,CDI,CDI+,100.00,2023-04-25
2022-10-18,04.895.728/0001-80,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,Debênture,BREQPADBS037,IPCA,IPCA+,100.00,2024-01-15
2022-10-18,04.895.728/0001-80,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,Debênture,BREQPADBS052,IPCA,IPCA+,100.00,2024-01-15
2022-10-18,04.895.728/0001-80,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,Debênture,CELP16,CDI,CDI+,100.00,2028-05-15
2022-10-18,03.467.321/0001-99,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,Debênture,CEMT19,IPCA,IPCA+,100.00,2025-09-15
2022-10-18,03.467.321/0001-99,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,Debênture,CEMTA1,CDI,CDI+,100.00,2024-06-10
2022-10-18,03.467.321/0001-99,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,Debênture,CEMTE2,CDI,CDI+,100.00,2029-06-10
2022-10-18,03.467.321/0001-99,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,Debênture,CEMTB1,CDI,CDI+,100.00,2023-02-15
2022-10-18,03.467.321/0001-99,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,Debênture,ENMTA2,CDI,CDI+,100.00,2025-08-25
2022-10-18,03.467.321/0001-99,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,Debênture,ENMTA3,IPCA,IPCA+,100.00,2027-10-15
2022-10-18,03.467.321/0001-99,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,Debênture,ENMTB3,IPCA,IPCA+,100.00,2030-10-15
2022-10-18,03.467.321/0001-99,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,Debênture,ENMTA4,IPCA,IPCA+,100.00,2031-10-15
2022-10-18,03.467.321/0001-99,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,Debênture,BRENMTDBS015,IPCA,IPCA+,100.00,2024-10-15
